Book_ID,Authors,Publication_Year,Title,title,language_code,average_rating,Ratings_Count,Total_Ratings,Text_Reviews,One_Star_Ratings,Two_Star_Ratings,Three_Star_Ratings,Four_Star_Ratings,Five_Star_Ratings
1743,Leigh Bardugo,2013.0,Siege and Storm,"Siege and Storm (Shadow and Bone, #2)",eng,4.08,78658,87539,9818,987,3180,15868,34942,32562
1745,Scott Westerfeld,2009.0,Leviathan,"Leviathan (Leviathan, #1)",en-US,3.91,69065,72965,6395,2212,4654,15458,25857,24784
1760,Brandon Mull,2010.0,"Fablehaven: Keys to the Demon Prison (Fablehaven, #5)","Keys to the Demon Prison (Fablehaven, #5)",eng,4.42,58481,59949,3022,803,1179,5911,16255,35801
1764,Eoin Colfer,2008.0,The Time Paradox,"The Time Paradox (Artemis Fowl, #6)",en-US,4.07,61987,65609,1877,884,2750,12976,23450,25549
1766,Kristin Cashore,2012.0,Bitterblue,"Bitterblue (Graceling Realm, #3)",eng,4.01,74479,80120,7159,1359,4235,16099,29228,29199
1767,Jandy Nelson,2010.0,The Sky Is Everywhere,The Sky Is Everywhere,eng,4.04,61937,71175,7709,1710,3899,13383,23304,28879
1772,"Walter Farley, Keith Ward",1941.0,The Black Stallion,"The Black Stallion (The Black Stallion, #1)",eng,4.18,60720,62791,967,491,1824,11964,20094,28418
1782,Maggie Stiefvater,2013.0,The Dream Thieves,"The Dream Thieves (The Raven Cycle, #2)",eng,4.27,75637,84512,10775,803,2111,10696,30520,40382
1789,Sarah Dessen,2000.0,Dreamland ,Dreamland,eng,3.91,64082,65731,3813,1556,4772,15338,20590,23475
1799,Rachel Hawkins,2011.0,Demonglass,"Demonglass (Hex Hall, #2)",en-US,4.13,74589,77626,4496,1036,2945,14055,26694,32896
1803,L.J. Smith,2007.0,The Awakening and the Struggle,"The Awakening / The Struggle (The Vampire Diaries, #1-2)",en-US,3.67,68651,72227,3856,3663,8247,18819,19054,22444
1805,L.J. Smith,2009.0,"Night World, No. 3","Night World, No. 3 (Night World, #7-9)",en-US,4.2,58232,59070,809,1115,2652,9863,15216,30224
1807,Maggie Stiefvater,2011.0,The Scorpio Races,The Scorpio Races,eng,4.08,70335,76231,10427,2159,3992,12420,24712,32948
1809,Brian Jacques,1988.0,Mossflower,"Mossflower (Redwall, #2)",en-US,4.09,56860,58425,654,626,1842,11769,21559,22629
1820,Michael  Grant,2009.0,Hunger ,"Hunger (Gone, #2)",eng,4.02,60519,65389,3102,1301,3531,12922,22281,25354
1824,Sara Shepard,2007.0,Flawless,"Flawless (Pretty Little Liars, #2)",en-US,3.96,59403,64318,3150,849,3660,15492,21492,22825
1827,"Lemony Snicket, Brett Helquist",2001.0,The Hostile Hospital,"The Hostile Hospital (A Series of Unfortunate Events, #8)",en-GB,3.95,66327,73955,1727,702,3605,18638,27090,23920
1830,Alyson Noel,2009.0,Blue Moon,"Blue Moon (The Immortals, #2)",eng,3.61,74367,78447,3611,3935,9508,21715,21521,21768
1849,Gayle Forman,2013.0,Just One Day,"Just One Day (Just One Day, #1)",eng,4.02,47674,66861,7371,1591,3191,12505,24526,25048
1850,Lisa McMann,2008.0,Wake,"Wake (Wake, #1)",eng,3.75,69046,72067,5180,3159,6682,17699,21663,22864
1852,Ellen Hopkins,2007.0,"Glass (Crank, #2)","Glass (Crank, #2)",eng,4.28,51726,53542,2455,519,1699,7695,15899,27730
1857,Tamora Pierce,1984.0,In the Hand of the Goddess,"In the Hand of the Goddess (Song of the Lioness, #2)",eng,4.25,66382,70595,1464,941,1724,10424,22977,34529
1860,"Kerstin Gier, Anthea Bell",2009.0,Rubinrot,"Ruby Red (Precious Stone Trilogy, #1)",en-US,4.12,62978,82241,8320,1006,3019,14262,30391,33563
1861,Alyson Noel,2009.0,Shadowland,"Shadowland (The Immortals, #3)",eng,3.66,68104,71034,2468,3410,8196,19221,18536,21671
1863,Tamora Pierce,1988.0,Lioness Rampant,"Lioness Rampant (Song of the Lioness, #4)",en-US,4.28,65027,68419,1217,1000,1700,9328,21166,35225
1869,"Patricia C. Wrede, Peter de Sève",1990.0,Dealing with Dragons,"Dealing with Dragons (Enchanted Forest Chronicles, #1)",en-US,4.14,67663,69992,2695,1270,2575,12165,22888,31094
1890,Richelle Mead,2013.0,The Indigo Spell,"The Indigo Spell (Bloodlines, #3)",eng,4.41,73056,77721,5633,526,1273,8244,23790,43888
1903,Lois Lowry,2012.0,"Son (The Giver, #4)","Son (The Giver, #4)",eng,3.98,54620,61353,7093,633,3074,13411,24215,20020
1906,Simone Elkeles,2010.0,Rules of Attraction,"Rules of Attraction (Perfect Chemistry, #2)",en-US,4.22,68270,71900,3704,797,2666,11463,22277,34697
1917,Carrie Ryan,2009.0,The Forest of Hands and Teeth,"The Forest of Hands and Teeth (The Forest of Hands and Teeth, #1)",eng,3.59,64093,74058,8336,4754,9003,18505,21469,20327
1944,Libba Bray,2005.0,Rebel Angels,"Rebel Angels (Gemma Doyle, #2)",eng,3.98,81420,83916,3101,2320,4306,17352,28982,30956
1948,Ransom Riggs,2015.0,Library of Souls ,"Library of Souls (Miss Peregrine's Peculiar Children, #3)",eng,4.15,58435,69660,7936,507,2285,11892,26480,28496
1957,Dodie Smith,1948.0,I Capture the Castle,I Capture the Castle,eng,4.0,56444,65645,6587,941,3334,13581,24645,23144
1958,"P.C. Cast, Kristin Cast",2011.0,Destined,"Destined (House of Night, #9)",eng,4.04,56737,63949,2535,1595,3865,12696,18186,27607
1965,Marie Lu,2014.0,The Young Elites,"The Young Elites (The Young Elites, #1)",eng,3.93,60930,72215,10093,1719,4372,15294,26691,24139
1968,"Dave Barry, Ridley Pearson, Greg Call",2004.0,Peter and the Starcatchers,"Peter and the Starcatchers (Peter and the Starcatchers, #1)",eng,4.01,57575,60040,4375,1123,2878,12131,21772,22136
1971,Melissa de la Cruz,2008.0,Revelations,"Revelations (Blue Bloods, #3)",en-US,3.89,66170,68531,1565,1418,4674,17551,20935,23953
1997,Robin LaFevers,2012.0,Grave Mercy,"Grave Mercy (His Fair Assassin, #1)",eng,3.92,70476,74683,7661,2257,4487,15591,27223,25125
2007,Cornelia Funke,2000.0,Herr der Diebe,The Thief Lord,eng,3.95,60780,68465,3391,751,3450,16442,25758,22064
2017,Michael Scott,2009.0,The Sorceress,"The Sorceress (The Secrets of the Immortal Nicholas Flamel, #3)",eng,4.11,58278,61599,1929,925,2256,11397,21804,25217
2019,Rick Riordan,2008.0,The Maze of Bones ,"The Maze of Bones  (The 39 Clues, #1)",eng,3.83,59536,61950,4229,1998,4684,15438,19737,20093
2021,Stephenie Meyer,2007.0,"The Twilight Collection (Twilight, #1-3)","The Twilight Collection (Twilight, #1-3)",eng,3.78,42361,42383,1127,4560,3613,6924,8607,18679
2038,Melissa de la Cruz,2009.0,The Van Alen Legacy ,"The Van Alen Legacy (Blue Bloods, #4)",en-US,3.95,58724,60659,1477,1319,3966,14229,18144,23001
2050,L.J. Smith,2008.0,"Night World, No. 2","Night World, No. 2 (Night World, #4-6)",en-CA,4.2,53023,54027,1027,864,2373,9210,14432,27148
2054,Ann Brashares,2005.0,Girls in Pants: The Third Summer of the Sisterhood,"Girls in Pants: The Third Summer of the Sisterhood (Sisterhood, #3)",eng,3.82,56485,63863,1581,537,3527,19531,23839,16429
2068,Karen Hesse,1997.0,Out of the Dust,Out of the Dust,,3.73,53706,55632,3748,2274,5082,14242,17616,16418
2071,Elizabeth Wein,2012.0,Code Name Verity,"Code Name Verity (Code Name Verity, #1)",eng,4.08,55139,65468,11912,1847,3375,10330,22216,27700
2072,Ellen Hopkins,2006.0," Burned (Burned, #1)","Burned (Burned, #1)",en-US,4.24,48333,50310,3379,810,2073,7454,13804,26169
2077,Anna Godbersen,2007.0,The Luxe,"The Luxe (Luxe, #1)",en-US,3.63,58717,61682,4277,3110,6491,16567,19363,16151
2092,Ellen Hopkins,2008.0,Identical,Identical,eng,4.34,47804,48870,3085,669,1611,6062,12503,28025
2104,Stephanie Perkins,2014.0,Isla and the Happily Ever After,"Isla and the Happily Ever After (Anna and the French Kiss, #3)",eng,4.1,70995,76687,10433,1449,3640,13319,25409,32870
2112,Jenny Han,2015.0,P.S. I Still Love You,"P.S. I Still Love You (To All the Boys I've Loved Before, #2)",eng,4.17,62907,67887,10332,616,2227,10879,25670,28495
2118,Brandon Sanderson,2015.0,Firefight,"Firefight (The Reckoners, #2)",eng,4.29,41924,50765,4426,95,622,6180,21247,22621
2120,Michael Scott,2010.0,The Necromancer: The Secrets of The Immortal Nicholas Flamel,"The Necromancer  (The Secrets of the Immortal Nicholas Flamel, #4)",eng,4.12,46878,50653,1665,583,1749,9419,17965,20937
2122,Patricia McCormick,2000.0,Cut,Cut,en-US,3.76,48239,49106,2498,1493,4679,13443,14140,15351
2125,Lloyd Alexander,1964.0,The Book of Three,"The Book of Three (The Chronicles of Prydain, #1)",en-US,4.0,56593,59286,2416,1074,2364,12851,22277,20720
2130,Amanda Hocking,2010.0,Torn,"Torn (Trylle, #2)",en-US,4.04,29554,59016,2951,713,2811,12195,21018,22279
2134,Claudia Gray,2008.0,Evernight,"Evernight (Evernight, #1)",en-US,3.64,63486,67136,3117,3402,7334,18094,19242,19064
2148,Walter Dean Myers,1999.0,Monster,Monster,eng,3.7,47533,48399,4394,1485,4418,13848,16267,12381
2152,Sara Shepard,2007.0,Perfect,"Perfect (Pretty Little Liars, #3)",eng,4.02,50922,55030,2204,638,2800,12529,18078,20985
2161,Morgan Matson,2014.0,Since You've Been Gone,Since You've Been Gone,eng,4.19,59705,64449,8622,888,2083,9489,23131,28858
2164,John Flanagan,2005.0,The Icebound Land,"The Icebound Land (Ranger's Apprentice, #3)",eng,4.22,48446,52595,1804,462,1389,8564,18008,24172
2179,Kiera Cass,2016.0,The Crown,"The Crown (The Selection, #5)",eng,3.8,64158,72531,9632,1953,6304,18648,22933,22693
2182,L.J. Smith,2008.0,"Night World, No. 1","Night World, No. 1 (Night World, #1-3)",en-US,4.04,54940,56461,2065,1380,3544,11281,15453,24803
2195,Cornelia Funke,2007.0,Tintentod,"Inkdeath (Inkworld, #3)",eng,3.93,53591,59638,2729,1518,4052,13029,19302,21737
2201,Aprilynne Pike,2009.0,Wings ,"Wings (Wings, #1)",en-US,3.75,62566,66249,4840,2881,6122,16543,19767,20936
2202,Cecily von Ziegesar,2002.0,Gossip Girl,"Gossip Girl (Gossip Girl, #1)",eng,3.51,49670,51967,2345,3166,6824,15756,12851,13370
2215,Judy Blume,1980.0,Superfudge,"Superfudge (Fudge, #3)",eng,3.98,50917,53118,1195,645,2297,13304,18252,18620
2217,Cynthia Hand,2012.0,Hallowed,"Hallowed (Unearthly, #2)",eng,4.15,58860,61307,4085,1021,2388,10205,20685,27008
2222,Eric Wilson,2008.0,Fireproof,Fireproof,en-US,4.47,37258,37588,466,339,692,3702,9222,23633
2227,Lucy Christopher,2009.0,Stolen: A Letter to My Captor,Stolen: A Letter to My Captor,eng,3.93,52435,57261,7331,1626,4221,11752,18533,21129
2230,Lloyd Alexander,1965.0,The Black Cauldron,The Black Cauldron (The Chronicles of Prydain #2),eng,4.13,49138,51195,1167,538,1298,9501,19253,20605
2254,Marissa Meyer,2015.0,Fairest,"Fairest (The Lunar Chronicles, #3.5)",eng,4.02,59545,65495,10066,502,2399,13714,27395,21485
2265,Michael  Grant,2010.0,Lies,"Lies (Gone, #3)",en-US,4.09,48506,51981,2084,825,2264,9924,17479,21489
2267,Julie Kagawa,2011.0,The Iron Knight,"The Iron Knight (The Iron Fey, #4)",eng,4.23,64066,66309,4391,857,2489,10177,19543,33243
2270,Ann Brashares,2007.0,Forever in Blue: The Fourth Summer of the Sisterhood,"Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood, #4)",eng,3.8,56113,60415,1702,937,4036,17477,21599,16366
2278,Meg Cabot,2002.0,All-American Girl,"All-American Girl (All-American Girl, #1)",eng,3.73,55938,58653,1821,1010,4854,17921,19909,14959
2280,David Levithan,2003.0,Boy Meets Boy,Boy Meets Boy,eng,3.85,48960,50739,3159,1916,3569,12041,15760,17453
2282,James Patterson,2009.0,Max ,"Max (Maximum Ride, #5)",en-US,4.07,57039,60734,2139,1222,3669,11482,17874,26487
2283,Alexandra Adornetto,2010.0,Halo,"Halo (Halo, #1)",en-US,3.67,56216,58840,4209,4554,6224,13124,15096,19842
2291,"Angie Sage, Mark Zug",2006.0,Flyte,"Flyte (Septimus Heap, #2)",en-US,3.99,54400,56604,1472,751,2754,13034,19940,20125
2293,Rae Carson,2011.0,The Girl of Fire and Thorns,"The Girl of Fire and Thorns (Fire and Thorns, #1)",en-US,3.81,57551,61934,6054,2367,4601,14195,22269,18502
2294,Ann Aguirre,2011.0,Enclave,"Enclave (Razorland, #1)",eng,3.92,55155,58102,4692,1642,3379,12548,20995,19538
2301,Patrick Ness,2009.0,The Ask and the Answer,"The Ask and the Answer (Chaos Walking, #2)",eng,4.2,45578,53229,5069,707,1733,7884,18639,24266
2319,Ally Carter,2009.0,Don't Judge a Girl by Her Cover,"Don't Judge a Girl by Her Cover (Gallagher Girls, #3)",en-US,4.2,55517,58508,2389,618,1784,9930,19190,26986
2338,Pam Muñoz Ryan,2000.0,Esperanza Rising,Esperanza Rising,eng,3.91,49106,50698,4620,1135,3130,11642,17972,16819
2343,Christopher Paul Curtis,1995.0,The Watsons Go to Birmingham - 1963,The Watsons Go to Birmingham - 1963,eng,3.95,44830,46431,3568,1023,2962,10043,15859,16544
2345,Julie Kagawa,2012.0,The Immortal Rules,"The Immortal Rules (Blood of Eden, #1)",eng,4.1,52376,56265,5673,1495,2534,9215,18420,24601
2358,"Kami Garcia, Margaret Stohl",2012.0,Beautiful Redemption,"Beautiful Redemption (Caster Chronicles, #4)",eng,3.94,48268,56107,3949,1008,3513,12988,19082,19516
2377,Veronica Rossi,2013.0,Through the Ever Night,"Through the Ever Night (Under the Never Sky, #2)",en-CA,4.17,54902,58814,4142,869,1805,9007,21950,25183
2381,James Patterson,2008.0,The Final Warning,"The Final Warning (Maximum Ride, #4)",en-US,3.86,55993,59761,2513,2201,5369,13265,16935,21991
2389,Anthony Horowitz,2004.0,Scorpia,"Scorpia (Alex Rider, #5)",eng,4.16,44197,45902,1147,357,1586,8377,15847,19735
2392,Holly Black,2002.0,Tithe: A Modern Faerie Tale,"Tithe (Modern Faerie Tales, #1)",eng,3.73,57326,60348,3156,2799,5604,15129,18101,18715
2394,L.J. Smith,2007.0,The Fury and Dark Reunion,"The Fury / Dark Reunion (The Vampire Diaries, #3-4)",en-US,3.74,51745,54315,1762,2144,5695,14228,14472,17776
2402,Sara Shepard,2008.0,Unbelievable,"Unbelievable (Pretty Little Liars, #4)",en-US,4.06,46722,50026,1856,594,2354,10544,16409,20125
2404,Rachel Hartman,2012.0,Seraphina,"Seraphina (Seraphina, #1)",eng,3.98,33510,59999,7002,1627,3021,11407,22754,21190
2417,Amanda Hocking,2012.0,Ascend,"Ascend (Trylle, #3)",en-US,4.08,26350,53836,3408,918,2675,10081,17542,22620
2420,Rick Riordan,2009.0,Unknown,The Demigod Files (Percy Jackson and the Olympians),eng,4.04,55442,59504,2153,509,2927,13955,18524,23589
2428,Ally Carter,2010.0,Only the Good Spy Young,"Only the Good Spy Young (Gallagher Girls, #4)",en-US,4.29,51772,54139,2246,551,1448,7546,17067,27527
2435,Miranda Kenneally,2011.0,Catching Jordan,Catching Jordan,eng,3.85,50383,51787,3234,1832,3906,12187,15880,17982
2447,Michael Scott,2011.0,The Warlock,"The Warlock (The Secrets of the Immortal Nicholas Flamel, #5)",eng,4.17,41271,43749,1618,442,1479,7495,14929,19404
2450,Katja Millay,2012.0,The Sea of Tranquility,The Sea of Tranquility,eng,4.34,52982,65924,8606,1238,2097,7130,17726,37733
2454,Jenny Downham,2007.0,Before I Die,Before I Die,eng,3.84,38551,46571,3910,1164,3574,11493,15471,14869
2456,Sarah Dessen,1999.0,Keeping the Moon,Keeping the Moon,en-US,3.86,51537,53992,2454,844,3603,14783,17841,16921
2457,Veronica Roth,2013.0,Four: The Transfer,"The Transfer (Divergent, #0.1)",eng,4.19,42240,47872,2918,439,1597,8396,15513,21927
2463,Jennifer A. Nielsen,2012.0,The False Prince,The False Prince (The Ascendance Trilogy #1),eng,4.22,49667,52979,7080,753,1650,7374,18485,24717
2475,Jean Craighead George,1959.0,My Side of the Mountain ,"My Side of the Mountain (Mountain, #1)",eng,4.03,47002,50618,2441,904,2181,10419,18138,18976
2488,Carrie Jones,2008.0,Need,"Need (Need, #1)",eng,3.71,54819,56427,3582,2844,5660,14185,15946,17792
2529,Alyson Noel,2010.0,Dark Flame,"Dark Flame (The Immortals, #4)",eng,3.73,51250,53645,1805,2400,5698,13679,13943,17925
2532,Kiera Cass,2013.0,The Prince,"The Prince (The Selection, #0.5)",,3.93,51454,55572,3588,844,3552,13728,17701,19747
2533,Marie Rutkoski,2014.0,The Winner's Curse,"The Winner's Curse (The Winner's Trilogy, #1)",eng,4.03,56635,65183,9748,1427,3122,11564,25269,23801
2540,Gene Luen Yang,2006.0,American Born Chinese,American Born Chinese,eng,3.88,47824,49910,5799,1166,3049,11590,19020,15085
2558,Maggie Stiefvater,2014.0,"Blue Lily, Lily Blue","Blue Lily, Lily Blue (The Raven Cycle, #3)",eng,4.32,56637,62547,8312,316,1095,7286,23370,30480
2563,Patrick Ness,2010.0,Monsters of Men,"Monsters of Men (Chaos Walking, #3)",eng,4.25,43024,48311,4917,984,1772,6447,14107,25001
2565,Brian Selznick,2011.0,Wonderstruck,Wonderstruck,eng,4.16,42530,43731,5619,1077,1656,6518,14502,19978
2567,Moira Young,2011.0,Blood Red Road ,"Blood Red Road (Dust Lands, #1)",eng,3.94,47690,52256,5562,2426,3239,9333,17437,19821
2577,Libba Bray,2007.0,The Sweet Far Thing,"The Sweet Far Thing (Gemma Doyle, #3)",eng,3.97,54602,57128,3573,1279,3746,11932,18530,21641
2593,Claudia Gray,2009.0,Stargazer,"Stargazer (Evernight, #2)",eng,3.8,49050,51143,1382,1581,4238,13442,15417,16465
2599,Pittacus Lore,2013.0,The Fall of Five,"The Fall of Five (Lorien Legacies, #4)",eng,4.24,41533,46153,3453,257,1127,7059,16613,21097
2608,Tamora Pierce,1986.0,The Woman Who Rides Like a Man,"The Woman Who Rides Like a Man (Song of the Lioness, #3)",en-US,4.2,53413,57255,1144,439,1616,9814,19397,25989
2611,Terry Pratchett,2004.0,A Hat Full of Sky,"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)",eng,4.29,43460,49173,1400,232,960,6673,17623,23685
2619,"Angie Sage, Mark Zug",2007.0,Physik,"Physik (Septimus Heap, #3)",en-US,3.99,42838,44757,1106,615,2177,10244,15801,15920
2623,Tamora Pierce,1992.0,"Wild Magic (Immortals, #1)","Wild Magic (Immortals, #1)",en-US,4.32,52165,56178,1473,305,1163,7675,17873,29162
2626,Renee Ahdieh,2015.0,The Wrath & the Dawn,"The Wrath and the Dawn (The Wrath and the Dawn, #1)",eng,4.19,58175,64871,11884,1376,2738,8655,21498,30604
2628,"Daniel Handler, Maira Kalman",2011.0,Why We Broke Up,Why We Broke Up,eng,3.49,41202,45720,6387,2558,5891,13476,14245,9550
2634,Charlie N. Holmberg,2014.0,The Paper Magician,"The Paper Magician (The Paper Magician Trilogy, #1)",eng,3.63,25934,41333,4844,1057,4070,12691,14867,8648
2642,Gail Carson Levine,2001.0,The Two Princesses of Bamarre,The Two Princesses of Bamarre,eng,4.02,55218,57531,2091,734,2728,12869,19278,21922
2662,Rachel Caine,2007.0,Midnight Alley,"Midnight Alley (The Morganville Vampires, #3)",eng,4.11,49083,51853,1363,721,2084,10100,16566,22382
2684,Meg Cabot,2000.0,Shadowland,"Shadowland (The Mediator, #1)",eng,4.04,51580,54526,2123,844,2450,11346,18792,21094
2685,Sara Shepard,2009.0,Killer ,"Killer (Pretty Little Liars, #6)",eng,4.07,39702,42312,1431,580,2026,8910,13031,17765
2687,James Patterson,2010.0,Fang,"Fang (Maximum Ride, #6)",eng,4.07,48964,51208,2533,1165,3214,9252,14779,22798
2695,Caroline B. Cooney,1990.0,The Face on the Milk Carton,"The Face on the Milk Carton (Janie Johnson, #1)",en-US,3.72,43334,45923,2293,916,3922,14176,15194,11715
2697,Sophie Jordan,2010.0,"Firelight (Firelight, #1)","Firelight (Firelight, #1)",en-US,3.88,51815,54550,4384,1628,4187,12409,17053,19273
2705,L.J. Smith,1991.0,The Awakening,"The Awakening (The Vampire Diaries, #1)",eng,3.41,44222,52682,2899,4248,7919,15271,12419,12825
2711,Catherine Fisher,2007.0,Incarceron,"Incarceron (Incarceron, #1)",eng,3.64,43524,52010,5087,1964,5218,14616,17892,12320
2714,Josephine Angelini,2011.0,Starcrossed,"Starcrossed (Starcrossed, #1)",en-US,4.08,49448,55202,4837,1687,2999,9061,17058,24397
2715,Alyson Noel,2010.0,Night Star,"Night Star (The Immortals, #5)",eng,3.82,43998,45867,1347,1791,4301,10858,12187,16730
2719,John Flanagan,2006.0,The Sorcerer in the North,"The Sorcerer in the North (Ranger's Apprentice, #5)",eng,4.25,39795,45418,1327,470,996,6829,15486,21637
2725,Jennifer Brown,2009.0,Hate List,Hate List,eng,4.03,39677,44189,4285,872,2179,8483,15813,16842
2726,Kasie West,2013.0,Unknown,The Distance Between Us,eng,3.95,44366,46604,5514,834,2506,10652,16916,15696
2734,Danielle  Paige,2014.0,Dorothy Must Die,"Dorothy Must Die (Dorothy Must Die, #1)",eng,3.84,44785,49019,7881,1455,3568,11035,18176,14785
2743,Noelle Stevenson,2015.0,Nimona,Nimona,eng,4.2,44825,51980,6660,1830,1857,6056,16529,25708
2759,Darren Shan,2000.0,"Cirque Du Freak (Cirque du Freak, #1) ","A Living Nightmare (Cirque Du Freak, #1)",,4.07,38753,43056,2916,658,2227,8592,13698,17881
2761,M.T. Anderson,2002.0,Feed,Feed,eng,3.54,42426,44867,5504,2832,5218,12155,14364,10298
2764,Cinda Williams Chima,2009.0,The Demon King,"The Demon King (Seven Realms, #1)",en-US,4.2,46756,49524,4018,950,1559,6794,17605,22616
2778,Lauren Barnholdt,2007.0,Two-Way Street,Two-Way Street,,3.8,42028,42774,1848,1186,3709,11189,13153,13537
2780,John Flanagan,2006.0,The Siege of Macindaw,"The Siege of Macindaw (Ranger's Apprentice, #6)",eng,4.33,37607,41857,1195,223,721,5474,13990,21449
2783,Tamora Pierce,1994.0,"Emperor Mage (Immortals, #3)","Emperor Mage (Immortals, #3)",en-US,4.3,44115,47156,629,323,895,6746,15496,23696
2785,"James Patterson, Gabrielle Charbonnet",2009.0,Witch & Wizard,"Witch & Wizard (Witch & Wizard, #1)",eng,3.57,28291,47545,4345,2892,5695,12892,13690,12376
2786,"Jean Craighead George, John Schoenherr",1972.0,Julie of the Wolves,"Julie of the Wolves (Julie of the Wolves, #1)",eng,3.79,46442,47637,1320,1153,3483,13085,16549,13367
2787,Judy Blume,1975.0,Forever . . .,Forever . . .,eng,3.63,42164,46688,3377,1806,4941,13816,14493,11632
2799,Joelle Charbonneau,2013.0,The Testing,"The Testing (The Testing, #1)",eng,4.05,38142,42840,5339,680,1918,7943,16551,15748
2802,Tamora Pierce,2006.0,Terrier,"Terrier (Beka Cooper, #1)",eng,4.16,48028,49845,1594,1282,1973,7618,15689,23283
2805,Vera Brosgol,2011.0,Anya's Ghost,Anya's Ghost,eng,3.88,39477,42209,3671,1218,2300,9907,15715,13069
2812,Louise Rennison,2000.0,"It's OK, I'm Wearing Really Big Knickers! (Confessions of Georgia Nicolson, #2)","On the Bright Side, I'm Now the Girlfriend of a Sex God (Confessions of Georgia Nicolson, #2)",,3.96,39114,42692,888,685,2393,10345,13728,15541
2814,Laini Taylor,2014.0,Dreams of Gods & Monsters,"Dreams of Gods & Monsters (Daughter of Smoke & Bone, #3)",eng,4.23,47315,56702,8247,528,1924,8159,19339,26752
2821,L.M. Montgomery,1917.0,Rainbow Valley,"Anne's House of Dreams (Anne of Green Gables, #5)",eng,4.12,57062,60826,1389,872,2177,11467,20526,25784
2836,John Marsden,1993.0,"Tomorrow, When the War Began","Tomorrow, When the War Began (Tomorrow, #1)",en-US,4.05,36501,40883,2574,718,1937,7428,15236,15564
2838,Ava Dellaira,2014.0,Love Letters to the Dead,Love Letters to the Dead,eng,3.82,38701,45914,6385,1588,3744,10770,15186,14626
2845,Michael  Grant,2011.0,Plague,"Plague (Gone, #4)",en-US,4.18,38819,41996,1869,642,1552,6573,14031,19198
2861,Anthony Horowitz,2001.0,Point Blanc,"Point Blank (Alex Rider, #2)",en-US,4.1,39296,42482,1837,254,1568,8523,15503,16634
2870,Sarah Dessen,1996.0,That Summer,That Summer,eng,3.49,43723,46291,2367,1839,6448,15690,12010,10304
2876,Gayle Forman,2015.0,I Was Here,I Was Here,eng,3.78,38196,42970,5386,854,2828,12095,16301,10892
2880,Veronica Roth,2013.0,Unknown,"Divergent Series Complete Box Set (Divergent, #1-3)",en-US,4.32,19325,33374,1149,343,1024,4407,9425,18175
2896,"Raina Telgemeier, Gurihiru",2012.0,Drama,Drama,eng,4.14,42759,44842,3596,1152,2028,7558,12801,21303
2908,Robyn Schneider,2013.0,"Severed Heads, Broken Hearts",The Beginning of Everything,eng,3.78,35150,40765,4726,969,3198,10685,15020,10893
2916,Dan Wells,2012.0,Partials,"Partials (Partials Sequence, #1)",en-US,3.94,42493,44946,4291,1114,2521,9279,16910,15122
2919,Sara Shepard,2008.0,Wicked,"Wicked (Pretty Little Liars, #5)",eng,4.04,38461,41509,1489,467,2030,9372,13291,16349
2929,Sara Shepard,2010.0,Wanted,"Wanted (Pretty Little Liars, #8)",en-US,4.15,36207,38098,1537,526,1683,7138,11004,17747
2932,Libba Bray,2012.0,The Diviners,"The Diviners (The Diviners, #1)",en-US,3.96,44513,48730,7351,1529,2761,9098,18094,17248
2933,Tim Tharp,2008.0,The Spectacular Now,The Spectacular Now,eng,3.53,30125,36245,4075,1264,4125,11625,12568,6663
2935,Suzanne Collins,2007.0,Gregor and the Code of Claw,"Gregor and the Code of Claw (Underland Chronicles, #5)",,4.25,33286,35387,1624,645,990,4751,11340,17661
2941,Mary E. Pearson,2014.0,The Kiss of Deception,"The Kiss of Deception (The Remnant Chronicles, #1)",eng,4.06,46096,51124,7571,1223,2570,8546,18447,20338
2954,Robin McKinley,1982.0,Unknown,"The Blue Sword (Damar, #1)",,4.24,44806,46777,2261,770,1656,7027,13667,23657
2956,"Michelle Rowen, Richelle Mead",2011.0,Unknown,Vampire Academy: The Ultimate Guide (Vampire Academy),eng,4.45,32818,32921,206,734,978,3288,5688,22233
2959,Tamora Pierce,2004.0,Trickster's Queen,"Trickster's Queen (Daughter of the Lioness, #2)",eng,4.28,45843,47476,795,379,1359,6900,14858,23980
2961,Rodman Philbrick,1993.0,Freak the Mighty,"Freak the Mighty (Freak The Mighty, #1)",eng,3.98,34587,35493,3302,820,2063,7351,11982,13277
2962,Jennifer E. Smith,2013.0,This Is What Happy Looks Like,"This Is What Happy Looks Like (This is What Happy Looks Like, #1)",eng,3.69,40369,43044,4687,1096,3778,12941,14877,10352
2968,D.J. MacHale,2002.0,The Merchant of Death,"The Merchant of Death (Pendragon, #1)",eng,3.93,38633,40104,1723,1135,2545,8772,13355,14297
2974,James Patterson,2011.0,Angel,"Angel (Maximum Ride, #7)",en-US,4.02,39938,43494,1888,1259,2863,8237,12334,18801
2980,Patricia McCormick,2006.0,Sold,Sold,eng,4.19,36389,38446,4792,277,1069,6022,14839,16239
2983,"Amie Kaufman, Meagan Spooner",2013.0,These Broken Stars,"These Broken Stars (Starbound, #1)",eng,3.93,44488,48016,7148,1514,2778,9686,17553,16485
